Event	ID	Name			Wwise Object Path	Notes
	895718239	Play_Transition			\Default Work Unit\Play_Transition	
	1033885944	Click_Other			\Default Work Unit\Click_Other	
	1221751492	Human_Explosion			\Default Work Unit\Human_Explosion	
	1706939946	Cutscene_audio			\Default Work Unit\Cutscene_audio	
	2747536169	Open_Menu			\Default Work Unit\Open_Menu	
	2867641175	Menu_Option_Open			\Default Work Unit\Menu_Option_Open	
	2932040671	Play_Music			\Default Work Unit\Play_Music	
	2996780470	Click_Start			\Default Work Unit\Click_Start	
	3126511263	VirusTap			\Default Work Unit\VirusTap	
	3213995980	Machine_Explosion			\Default Work Unit\Machine_Explosion	
	3654422659	Play_Dance			\Default Work Unit\Play_Dance	
	3663096569	Human_Contraction			\Default Work Unit\Human_Contraction	
	3862065186	Menu_Option_Back			\Default Work Unit\Menu_Option_Back	

State Group	ID	Name			Wwise Object Path	Notes
	2470328564	Intensity			\Default Work Unit\Intensity	

State	ID	Name	State Group			Notes
	670602561	Soft	Intensity			
	748895195	None	Intensity			
	1924791374	Dance	Intensity			
	2607556080	Menu	Intensity			
	3599861390	Hard	Intensity			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2970210140	Ambient_Fade			\Default Work Unit\Ambient_Fade	
	3710358763	Dance_Fade			\Default Work Unit\Dance_Fade	

Trigger	ID	Name			Wwise Object Path	Notes
	724142543	ScreenTapped			\Default Work Unit\ScreenTapped	

Effect plug-ins	ID	Name	Type				Notes
	481235395	FX_Electricity_Glitch_1	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\FX_Electricity_Glitch_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Glitch\FX_Electricity_Glitch_1		48134
	527295018	FX_Crush_1	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\FX_Crush_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Crush\FX_Crush_1		82618
	577882451	TerminalTransmissionUI_Select	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\TerminalTransmissionUI_Select_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\TerminalTransmissionUI_Select		176464
	582402812	TTx_Evolution_DistoBass	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\TTx_Evolution_DistoBass_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Hard\Hard Elements\TTx_Evolution_DistoBass		4096064
	594685120	FX_Human_Explosion (1)	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\FX_Human_Explosion (1)_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\FX_Human_Explosion (1)		88264
	680213851	FX_Electricity_Spark	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\FX_Electricity_Spark_1030B142.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Spark\FX_Electricity_Spark		61452
	695436660	Fx_Machine_Explosion	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Fx_Machine_Explosion_B3001A13.wem		\Actor-Mixer Hierarchy\Default Work Unit\Fx_Machine_Explosion		172864
	705553081	Music_DrumBus	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Music_DrumBus_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Soft\SoftElements\Music_DrumBus		4096064
	716758116	TTx_Evolution_HeavyKit	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\TTx_Evolution_HeavyKit_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Hard\Hard Elements\TTx_Evolution_HeavyKit		4096064
	722227667	Music_Arp	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Music_Arp_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Soft\SoftElements\Music_Arp		4096064
	788998490	Vox_Scream_Male	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Vox_Scream_Male_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Scream\Vox_Scream_Male		132540
	792414014	Music_Hats	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Music_Hats_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Soft\SoftElements\Music_Hats		4096064
	857399479	TTx_Evolution_DamageKit	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\TTx_Evolution_DamageKit_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Hard\Hard Elements\TTx_Evolution_DamageKit		4096064
	879444882	Fx_Open_Option	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Fx_Open_Option_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Fx_Open_Option		142400
	918395920	Music_SlowBass	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Music_SlowBass_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Soft\SoftElements\Music_SlowBass		4096064
	936187152	Music_Ambient_Loop	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Music_Ambient_Loop_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Menu\Music_Ambient_Loop\Music_Ambient_Loop		10936864
	938190122	Vox_Scream_Male_1	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Vox_Scream_Male_1_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Scream\Vox_Scream_Male_1		132540
	942036279	FX_Crush	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\FX_Crush_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Crush\FX_Crush		83500
	983936804	Fx_Building_Transition	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Fx_Building_Transition_6BB3D881.wem		\Actor-Mixer Hierarchy\Default Work Unit\Fx_Building_Transition		326464
	985965105	Fx_Close_Option	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Fx_Close_Option_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Fx_Close_Option		139328
	987468052	Music_Level_Dance	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Music_Level_Dance_F17FB28C.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Level_Dance\Music_Level_Dance\Music_Level_Dance		5806144
	1015136542	Vox_Scream_Female	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Vox_Scream_Female_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Scream\Vox_Scream_Female		132540
	1061907403	Vox_Scream_Female_2	C:\Users\1502419\Downloads\JACKTT\New Unity Project\New Unity Project_WwiseProject\.cache\Android\SFX\Vox_Scream_Female_2_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Human_Contraction\Scream\Vox_Scream_Female_2		132540

